2016-01-01 00:00,363.0
2016-01-01 01:00,361.5
2016-01-01 02:00,360.0
2016-01-01 03:00,362.3
2016-01-01 04:00,359.8
2016-01-01 05:00,361.2
2016-01-01 06:00,363.6
2016-01-01 07:00,362.1
2016-01-01 08:00,360.7
2016-01-01 09:00,361.9
2016-01-01 10:00,362.5
2016-01-01 11:00,363.1
2016-01-01 12:00,361.4
2016-01-01 13:00,360.9
2016-01-01 14:00,362.0
2016-01-01 15:00,363.3
2016-01-01 16:00,361.7
2016-01-01 17:00,360.2
2016-01-01 18:00,362.8
2016-01-01 19:00,361.0
2016-01-01 20:00,360.5
2016-01-01 21:00,362.4
2016-01-01 22:00,363.8
2016-01-01 23:00,360.8
